MolID,SMILES,HOMO,LUMO,S1,T1,Est
369,C1=CCC(c2nc(-c3ccccc3)nc(-c3cccc(-c4ccc5c6ccccc6c6ccccc6c5c4)c3)n2)C=C1,-5.674665356,-1.8299666500000005,3.2371,2.4407,0.7963999999999998
370,COc1cc2c3cc(OC)c(OC)cc3n(-c3ccc4oc5ccc(-n6c7cc(OC)c(OC)cc7c7cc(OC)c(OC)cc76)cc5c4c3)c2cc1OC,-4.672741608000001,-1.328460548,2.8868,2.8341,0.0527000000000001
371,CC(C)c1cc(C(C)C)c(B2c3cc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)ccc3N(c3ccccc3)c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc32)c(C(C)C)c1,-5.038462824,-1.687651028,2.9634,2.5843,0.3791000000000002
372,c1ccc(Oc2ccc(-c3cc(-c4ccc(Oc5ccccc5)cc4)c4ccc5c(-c6ccc(Oc7ccccc7)cc6)cc(-c6ccc(Oc7ccccc7)cc6)c6ccc3c4c65)cc2)cc1,-4.968529526,-1.7102364900000002,3.0085,1.8676,1.1409000000000002
373,c1ccc(C2(c3ccccc3)C3=C(c4ccccc42)C2(c4ccccc43)c3ccccc3-c3sc4ccccc4c32)cc1,-5.213160012,-1.259615706,3.4313,2.2694,1.1618999999999997
374,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccc(-n6c7ccccc7c7ccccc76)cc5c5cc(-n6c7ccccc7c7ccccc76)ccc54)cc3)n2)cc1,-5.19057455,-2.124393998,2.7573,2.6444,0.1128999999999997
375,CC1(C)c2cc(C#N)ccc2-c2ccc(-c3ccccc3-n3c4ccccc4c4ccccc43)cc21,-5.468402944,-1.7812582440000002,3.2066,2.701,0.5055999999999998
376,N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)cc(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c1-n1c2ccccc2c2ccccc21,-5.459151068,-2.130380506,2.7724,2.6149,0.1575000000000002
377,Cc1cc(C)c(B(c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)c2c(C)cc(C)cc2C)c(C)c1,-5.351938152,-1.988336998,2.9707,2.334,0.6366999999999998
378,Cc1cc(N2c3ccccc3C(C)(C)c3ccccc32)ccc1-c1cc(-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc2C)ncn1,-4.927168198,-1.876770258,2.592,2.5863,0.0057
379,N#Cc1cc(-n2c3ccccc3c3ccccc32)nc(-n2c3ccccc3c3ccccc32)n1,-5.903785344,-2.314601684,3.0091,2.6606,0.3485
380,O=C(c1ccc(N2c3ccccc3Sc3ccccc32)cc1)c1ccc2sc3ccccc3c2c1,-5.043088762,-1.963846738,2.573,2.5608,0.0121999999999999
381,CC1(C)c2ccccc2N(c2ccccc2S(=O)(=O)c2ccccc2N2c3ccccc3C(C)(C)c3ccccc32)c2ccccc21,-4.909208674,-1.404924582,2.742,2.7213,0.0207000000000001
382,CC1(C)c2ccccc2N(c2c(F)c(N3c4ccccc4C(C)(C)c4ccccc43)c(C#N)c(N3c4ccccc4C(C)(C)c4ccccc43)c2C#N)c2ccccc21,-5.263501102,-2.593790648,1.9521,1.9352,0.0168999999999999
383,Cn1c2ccc(Br)cc2c2nc3cccnc3nc21,-5.991678166,-2.330384296,3.0759,2.4597,0.6161999999999996
384,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3-n3c4ccccc4c4cc5c(cc43)C3(c4ccccc4-c4ccccc43)c3ccccc3-5)n2)cc1,-5.101865386,-1.823435914,2.7232,2.6677,0.0554999999999998
385,CCN(CC)c1ccc2cc(-c3ccc(-c4ccc5c(c4)c4cc(-c6ccc(-c7cc8ccc(N(CC)CC)cc8oc7=O)s6)ccc4n5-c4ccc(C)cc4)s3)c(=O)oc2c1,-4.576141138,-1.658262716,2.6104,1.7508,0.8595999999999999
386,N#Cc1ccc(-n2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc3c2C2CC=Cc4ccc5cccc-3c5c42)cc1,-4.845261884,-1.938540136,2.3969,2.0842,0.3127
387,c1ccc(/C(=C(/c2ccccc2)c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc2)c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc2)cc1,-4.935875846,-1.251452286,3.2398,2.3109,0.9288999999999996
388,c1cnc2c(c1)c1nc(-c3ccc(N(c4ccc(-c5ccsc5)cc4)c4ccc(-c5nc6c7cccnc7c7ncccc7c6[nH]5)cc4)cc3)[nH]c1c1cccnc12,-5.089620256000001,-1.626697492,3.0252,2.4087,0.6164999999999998
389,CC(C)(C)C1=C/C(=C(\C#N)C(=O)OCCCCC(c2ccccc2)(c2ccccc2)c2ccccc2)C=C(/C=C\c2ccc(N(CCOC(c3ccccc3)(c3ccccc3)c3ccccc3)CCOC(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)O1,-5.139145004,-2.0490184200000003,2.7768,1.8477,0.9291000000000004
390,Cc1cc(N(c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc(C)c1-c1ccc(-c2c(C)cc(N(c3ccc(C(C)(C)C)cc3)c3ccc(C(C)(C)C)cc3)cc2C)c2nsnc12,-4.748117186,-2.263172138,2.0554,1.9479,0.1075000000000001
391,O=C1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2S(=O)(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,-5.14023346,-2.4751489440000003,2.335,2.122,0.213
392,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc(-n6c7ccccc7c7ccccc76)ccc54)c(-c4ccccc4)c3)n2)cc1,-5.10485864,-2.078678846,2.7092,2.6569,0.0523000000000002
393,c1ccc2c(c1)-c1ccccc1C21c2ccccc2N(c2ccc(-c3cc(-c4ccncc4)nc(-c4ccncc4)n3)cc2)c2ccccc21,-5.11030092,-2.337731374,2.3311,2.3261,0.0050000000000003
394,N#Cc1ccc(-n2c3ccccc3c3cc(-c4ccc5c(c4)c4ccccc4n5-c4ccc(C#N)cc4C(F)(F)F)ccc32)c(C(F)(F)F)c1,-5.408265750000001,-2.234600168,2.6384,2.6285,0.0099
395,O=S(=O)(c1ccccc1)c1ccc(-n2c3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc3c3cc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)ccc32)cc1,-5.016149476000001,-1.504246192,3.1293,2.8835,0.2458
396,c1ccc2c(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccc(-c4nc5c6ccccc6c6ccccc6c5n4-c4cccc5ccccc45)cc3)cccc2c1,-5.180778446000001,-1.669691504,3.1217,2.5499,0.5718000000000001
397,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc6c(cc54)C4(c5ccccc5-c5ccccc54)c4ccccc4-6)cc3)n2)cc1,-5.196561058,-1.934186312,2.87,2.6173,0.2526999999999999
398,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(C(=O)c2ccncc2)c1,-5.221051318000001,-2.283308574,2.3233,2.2825,0.0407999999999999
399,c1ccc(N(c2ccccc2)c2ccc(-c3cnc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cn3)cc2)cc1,-4.838186920000001,-1.58914576,2.8606,2.2457,0.6149
400,C(=C/c1nc2c3ccccc3c3ccccc3c2n1-c1cccc2ccccc12)\c1ccc(-n2c(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)nc3c4ccccc4c4ccccc4c32)cc1,-4.852608962,-1.865069356,2.6562,2.0014,0.6548000000000003
401,O=C(CCC(=O)c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1)c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,-5.434932922,-1.764115062,3.2546,2.3305,0.9241
402,CC1(C)c2ccccc2N(c2cccc3nc4c5ccccc5c5ccccc5c4nc23)c2ccccc21,-4.819411054,-2.37011294,1.8275,1.8182,0.0092999999999998
403,N#CC(C#N)=C(c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,-5.687454714,-2.826448118,2.4492,2.0613,0.3878999999999997
404,COc1ccc2c(c1)c1cc(OC)ccc1n2-c1nc2ccccc2nc1-n1c2ccc(OC)cc2c2cc(OC)ccc21,-4.970162210000001,-2.011466688,2.6287,2.1493,0.4793999999999996
405,c1ccc([Si](c2ccccc2)(c2ccc(-c3ccncc3)cc2)c2ccc(-c3cccc4c3oc3ccccc34)cc2)cc1,-5.9184795,-1.321385584,4.18,2.996,1.1839999999999995
406,CC1(C)c2ccccc2N(c2ccc(-c3cncc(-c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)c3C#N)cc2)c2ccccc21,-4.969345868,-2.251471236,2.3231,2.3209,0.0022000000000002
407,N#Cc1ccc(-c2cc(-c3ccccc3)c(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)cc2-c2ccccc2)cc1,-5.360101572,-1.73880846,3.3406,2.8336,0.5069999999999997
408,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1nc2ccccc2nc1-n1c2ccc(C(C)(C)C)cc2c2cc(C(C)(C)C)ccc21,-5.289624046,-2.093373002,2.6738,2.3324,0.3414000000000001
409,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3-n3c4ccccc4c4cc5c6ccccc6n(-c6ccccc6-c6nc(-c7ccccc7)nc(-c7ccccc7)n6)c5cc43)n2)cc1,-4.9388691,-1.860171304,2.5426,2.4837,0.0589000000000003
410,Cn1c2ccccc2c2nc3cc(Cl)cnc3nc21,-6.036304862000001,-2.349432276,3.1047,2.4605,0.6441999999999997
411,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5nsnc45)cc3)cc2)cc1,-4.883629958,-2.613927084,1.9636,1.0636,0.8999999999999999
412,CC1(C)OC(=C(C#N)C#N)C(C#N)=C1/C=C/c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,-5.663236568,-3.34019935,2.0681,1.4754,0.5926999999999998
413,C(=C/n1c2ccc(-c3cccc4ccccc34)cc2c2cc(-c3cccc4ccccc34)ccc21)\c1ccccc1,-5.15383916,-1.154851816,3.5717,2.5902,0.9815
414,CC1(C)c2ccccc2N(c2ccc(-c3ncc(C#N)cn3)cc2)c2ccccc21,-5.010979310000001,-2.535014024,1.9862,1.9808,0.0054
415,CC1(C)c2ccccc2N(c2ccc(-c3ccc4c(c3)c3ccccc3c3nc(C#N)c(C#N)nc43)cc2)c2ccccc21,-5.064585768000001,-2.964137802,1.8346,1.8338,0.0007999999999999
416,Brc1cc(-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c2c3c1Oc1ccccc1B3c1ccccc1O2,-4.935331618,-1.97690821,2.6745,2.6738,0.0007000000000001
417,CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,-5.081184722000001,-1.6985355880000002,2.82,2.7845,0.0354999999999998
418,c1ccc(C2(c3ccc4c(c3)c3ccccc3n4-c3cccc(-n4c5ccccc5c5cc(C6(c7ccccc7)c7ccccc7-c7ccccc76)ccc54)n3)c3ccccc3-c3ccccc32)cc1,-5.351666038,-1.041380278,3.6671,3.0328,0.6343000000000001
419,COc1ccc2c(c1)c1cc(OC)ccc1n2-c1ccc2oc3ccc(-n4c5ccc(OC)cc5c5cc(OC)ccc54)cc3c2c1,-4.8455339980000005,-1.329004776,3.0149,2.8698,0.1450999999999997
420,O=P(c1ccccc1)(c1ccccc1)c1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,-6.258349886,-0.957297052,4.7209,3.5213,1.1996000000000002
421,c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)c1ccccc1n2-c1cnc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cn1,-5.241187754,-1.9643909660000003,2.8696,2.6035,0.2661000000000002
422,CC1(C)c2ccccc2N(c2ccc(C(=O)c3ccc4c(c3)c3ccccc3n4-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccccc21,-4.866758890000001,-1.598397636,2.7089,2.6998,0.0090999999999996
423,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C(=O)c2ccc3ccccc3n2)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,-5.183499586,-2.387256122,2.3406,2.2505,0.0900999999999996
424,CN(C)c1ccc(-c2cnc(-c3ccc(C(F)(F)F)cc3)cn2)cc1,-5.207445618,-1.7472439940000002,3.1826,2.3682,0.8144
425,N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(C(F)(F)F)c1-n1c2ccccc2c2ccccc21,-5.620242556,-2.386984008,2.5753,2.4836,0.0916999999999998
426,N#Cc1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)ccc1-n1c2ccccc2c2oc3ccccc3c21,-5.299692264,-2.319227622,2.5213,2.3692,0.1520999999999999
427,N#CC(C#N)=C(c1cccc(N(c2ccccc2)c2ccccc2)c1)c1cccc(N(c2ccccc2)c2ccccc2)c1,-5.181594788,-2.4751489440000003,2.3095,1.9569,0.3525999999999998
428,c1ccc(-n2c3ccccc3c3ccc(-c4cncc(-c5ccc6c7ccccc7n(-c7ccccc7)c6c5)n4)cc32)cc1,-5.43139544,-1.444381112,3.4848,2.6927,0.7921
429,c1ccc(Oc2nc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)nc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)n2)cc1,-5.013428336,-2.254192376,2.3237,2.3159,0.0078
430,CN(C)c1ccc(-c2cncc(-c3ccc([N+](=O)[O-])cc3)n2)cc1,-5.3543871780000005,-2.514061246,2.4827,2.3365,0.1461999999999998
431,c1ccc(-c2ccc3c(c2)c2ccccc2c2nc4c5cccc6ccc7cccc(c7c65)c4n32)cc1,-5.123090278,-1.520573032,3.2511,2.1649,1.0862000000000005
432,CC1(C)c2ccccc2C2(c3ccccc3N(c3ccc(-c4nc(-c5ccccc5)nc(-c5ccccc5)n4)cc3)c3ccccc32)c2ccccc21,-4.948120976,-2.006296522,2.4243,2.4177,0.0066000000000001
433,CC(C)(C)c1ccc(-n2c(-c3ccc(N4c5ccccc5N(c5ccccc5)c5ccccc54)cc3)nc3c4ccccc4c4ccccc4c32)cc1,-4.056947626,-1.164375806,2.3517,2.3433,0.0083999999999999
434,c1ccc(-c2nc3ccc(N4c5ccccc5Oc5ccccc54)cc3nc2-c2ccccc2)cc1,-4.687435764,-2.1633063,1.9823,1.9673,0.0149999999999999
435,CC(C)c1cc(C(C)C)c(B2c3cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc3N(c3ccccc3)c3ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc32)c(C(C)C)c1,-4.799002504,-1.67758281,2.5916,2.5685,0.0231000000000003
436,c1ccc(N(c2ccccc2)c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)cc1,-4.8123360900000005,-1.011447738,3.3517,2.5827,0.7690000000000001
437,c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5c6oc7ccccc7c6ccc54)cc3-n3c4ccccc4c4c5oc6ccccc6c5ccc43)nc(-c3ccccc3)n2)cc1,-5.358468888000001,-1.852552112,2.9837,2.7942,0.1894999999999997
438,c1cc(-c2ccc3c4ccccc4c4ccccc4c3c2)cc(-n2c3ccccc3c3ccccc32)c1,-5.340781478,-1.32791632,3.5611,2.7559,0.8052000000000001
439,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4nc5c6cccc7ccc8cccc(c5nc4c3)c8c76)cc2)cc1,-5.006081258,-2.177728342,2.4891,2.065,0.4241000000000001
440,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,-6.065965288,-0.788586372,4.779,3.6051,1.1738999999999995
441,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2cc3sc4ccccc4c3cc21,-5.552758284,-1.24900326,3.8766,2.7369,1.1397
442,N#Cc1nc2c3ccc(-c4ccc(N5c6ccccc6Oc6ccccc65)cc4)cc3c3cc(-c4ccc(N5c6ccccc6Oc6ccccc65)cc4)ccc3c2nc1C#N,-4.837914806000001,-3.065636324,1.5211,1.5157,0.0053999999999998
443,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc(-c6ccc7oc8ccccc8c7c6)ccc54)cc3)n2)cc1,-5.29805958,-1.97418707,2.9297,2.652,0.2776999999999998
444,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2nc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)nc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)n2)cc1,-5.05723869,-2.333649664,2.2647,2.2569,0.0078
445,O=S1(=O)c2ccccc2N(c2ccc3c(c2)c2ccccc2n3-c2ccccc2)c2ccccc21,-5.681196092,-1.222063974,3.8636,3.1753,0.6882999999999999
446,Cc1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)ccc1-n1c2ccccc2c2ccccc21,-5.41234746,-1.96466308,2.9743,2.8192,0.1551
447,Cc1ccc2c(c1)C1(c3ccccc3Oc3ccccc31)c1cc(C)ccc1N2c1ccc2c(c1)COC2=O,-5.081184722000001,-1.6577184880000002,2.7265,2.7138,0.0127000000000001
448,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(-c4cc5cccc6c(-c7ccc(-c8cc(-c9ccccc9)cc(-c9ccccc9)c8)cc7)cc7cccc4c7c56)cc3)c2)cc1,-5.230303194,-1.5749958320000002,3.4603,2.0669,1.3934000000000002
449,c1cncc(-c2nc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)nc(-c3cccnc3)n2)c1,-4.7497498700000005,-2.3197718500000004,1.9677,1.9198,0.0479
450,FC(F)(F)c1ccc(-n2c(-c3ccc(-c4ccc(N5C6=CC=CCC6C(c6ccccc6)(c6ccccc6)c6ccccc65)cc4)cc3)nc3c4ccccc4c4ccccc4c32)cc1,-4.519541426,-1.538532556,2.5848,2.1695,0.4152999999999998
451,O=P(c1ccccc1)(c1ccccc1)c1ccc(Oc2ccccc2P(=O)(c2ccccc2)c2ccccc2)cc1,-6.3522292160000005,-1.003284318,5.0599,3.5644,1.4954999999999998
452,O=C(c1ccncc1)c1ccc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cc1,-5.248534832,-2.282492232,2.4486,2.4403,0.0082999999999997
453,N#Cc1cc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)nc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c1,-4.773423788,-2.363854318,2.0437,2.0212,0.0224999999999999
454,CC(C)(C)c1ccc(N2C(=O)c3cccc4c(N5c6ccccc6C(c6ccccc6)(c6ccccc6)c6ccccc65)ccc(c34)C2=O)cc1,-5.3173796740000006,-2.514877588,2.1668,2.1562,0.0105999999999997
455,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4nc5c(nc4c3)-c3cccc4cccc-5c34)cc2)cc1,-4.959549764,-1.998133102,2.675,2.2643,0.4106999999999998
456,Cc1c(C)n(-c2ccc(-c3nc(-c4ccccc4)nc(-c4ccc(-n5c(C)c(C)c6ccccc65)cc4)n3)cc2)c2ccccc12,-5.222684002,-2.022351248,2.7798,2.5662,0.2136
457,O=S1(=O)c2ccccc2S(=O)(=O)c2cc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)ccc21,-5.65180778,-2.099631624,3.1834,2.7763,0.4070999999999998
458,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5ccccc5N(c5ccccc5)c5ccccc53)c3ccccc3C43c4ccccc4N(c4ccccc4)c4ccccc43)cc2)cc1,-4.810431292,-0.7828719780000001,3.5637,2.8448,0.7188999999999997
459,CC1(C)c2ccccc2N(c2cc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)cc(N3c4ccccc4C(C)(C)c4ccccc43)c2)c2ccccc21,-4.895602974,-2.089291292,2.2802,2.2664,0.0137999999999998
460,O=S(=O)(c1ccc(N2c3ccccc3Sc3ccccc32)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,-5.1756082800000005,-1.772006368,2.8373,2.8056,0.0316999999999998
461,CC1(C)c2ccccc2N(c2ccc3c(c2)c2cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc2c2nc4ccccc4nc32)c2ccccc21,-4.909208674,-2.477870084,2.0274,2.0241,0.0033000000000003
462,COc1ccc(-c2cnc(-c3ccc(OC)cc3)cn2)cc1,-5.378061096000001,-1.46805503,3.5588,2.5373,1.0215
463,O=C1c2ccccc2-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc21,-5.425136818,-2.372289852,2.7295,2.3549,0.3745999999999996
464,N#Cc1c(-c2ccccc2)nc(-c2ccccc2)c(C#N)c1-c1ccc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cc1,-5.088259686,-2.456917306,2.2949,2.2946,0.0003000000000001
465,c1ccc2c(c1)ncn2-c1ccc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1,-5.505138334,-1.5017971660000002,3.4467,3.0549,0.3917999999999999
466,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(-c4ccc(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc4)cc3)c2)cc1,-5.653440464,-1.266418556,4.2661,2.844,1.4221
467,CC1(C)c2ccccc2N(c2ccc(-c3nnc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)o3)cc2)c2ccccc21,-5.007441828,-1.941261276,2.5464,2.5389,0.0075000000000002
468,c1ccc(N(c2ccc3oc4ccc(N(c5ccccc5)c5cccc6c5sc5ccccc56)cc4c3c2)c2cccc3c2sc2ccccc23)cc1,-4.945399836000001,-1.086823316,3.3295,2.8741,0.4554
469,Brc1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1,-5.117375884,-1.758128554,2.9242,2.4885,0.4356999999999997
470,CCOC(=O)/C(C#N)=C1\C=C(/C=C\c2ccc(N(CCOC(c3ccccc3)(c3ccccc3)c3ccccc3)CCOC(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)OC(C(C)(C)C)=C1,-5.213432126000001,-2.089291292,2.8171,1.8405,0.9766
471,Cc1cc(N2c3ccccc3C(C)(C)c3ccccc32)ccc1-c1ncnc(-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc2C)c1C,-4.90485485,-1.55513151,2.882,2.8759,0.0060999999999999
472,O=C1c2cc(-n3c4ccccc4c4ccccc43)c(-n3c4ccccc4c4ccccc43)cc2C(=O)N1c1ccccc1,-5.634936712,-2.502632458,2.6059,2.3693,0.2366000000000001
473,N#Cc1c(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)cncc1-c1ccc(N2c3ccccc3Oc3ccccc32)cc1,-4.7497498700000005,-2.347255364,2.0238,2.0091,0.0146999999999999
474,c1ccc(-c2nc(-c3ccccc3)nc(-c3cccc(-c4cc5c6ccccc6n6c7ccccc7c(c4)c56)c3-n3c4ccccc4c4cc(-c5ccc6c(c5)c5ccccc5n6-c5ccccc5)ccc43)n2)cc1,-4.916827866,-1.7412574860000003,2.7041,2.6749,0.0291999999999998
475,CC1(C)c2ccccc2N(c2ccc(C(=O)c3nc4ccccn4c3-c3ccccc3)cc2)c2ccccc21,-4.777233384,-1.918947928,2.3659,2.3589,0.0069999999999996
476,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc(-c6ccc7c(c6)c6ccccc6n7-c6cccnc6)ccc54)cc3)n2)cc1,-5.134519066,-1.95786023,2.8287,2.607,0.2216999999999998
477,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccc(-c5ccc(N(c6ccc(OC)cc6)c6ccc(OC)cc6)cc5)cc3C4=O)cc2)cc1,-4.732334574,-2.435964528,2.0034,1.8112,0.1922000000000001
478,c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)n3nccc3n2)cc1,-5.132342154,-1.696086562,3.0442,2.33,0.7142
479,CC1(C)c2ccccc2N(c2ccc3c(c2)C(C)(C)c2ccccc2N3c2ccc(S(=O)(=O)c3ccc(N4c5ccccc5C(C)(C)c5cc(N6c7ccccc7C(C)(C)c7ccccc76)ccc54)cc3)cc2)c2ccccc21,-4.827574474,-1.920852726,2.6257,2.6249,0.0008000000000003
480,COc1ccc(-c2ccc(N(c3ccc(-c4nc5c6cccnc6c6ncccc6c5[nH]4)cc3)c3ccc(-c4nc5c6cccnc6c6ncccc6c5[nH]4)cc3)cc2)cc1,-5.028938834,-1.617173502,2.9822,2.3829,0.5993000000000004
481,O=C(/C=C(\OB(F)F)c1ccc2ccc3ccccc3c2c1)c1ccco1,-5.908411282,-2.001126356,3.4282,2.4169,1.0113
482,c1ccc2c(c1)Oc1ccccc1N2c1ccc2c(c1)c1ccccc1n1c3ccccc3nc21,-4.705939516000001,-1.6318676580000002,2.5275,2.5166,0.0108999999999999
483,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-c4cccc5c4C4(c6ccccc6-5)c5ccccc5N(c5ccccc5)c5ccccc54)cc3)n2)cc1,-4.86948003,-1.83540893,2.5982,2.5755,0.0226999999999999
484,CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)cc3)c3nccnc23)cc1,-4.99737361,-2.1175911480000003,2.5529,1.6977,0.8552000000000002
485,c1ccc2c(c1)Oc1ccccc1N2c1cccc2nc3c4ccccc4c4ccccc4c3nc12,-4.60008717,-2.426168424,1.5665,1.5575,0.0089999999999998
486,c1ccc(N(c2ccccc2)c2ccc(-c3cccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)n3)cc2)cc1,-4.861044496,-1.054169636,3.3367,2.6042,0.7324999999999999
487,c1ccc(N(c2ccccc2)c2ccc(-c3c4ccccc4cc4ccccc34)cc2)cc1,-4.954379598,-1.603839916,2.9304,1.7554,1.175
488,Cc1ccccc1-c1ccc(-c2ccccc2C)c2nc3c4ccc(N5c6ccccc6Oc6ccccc65)cc4c4cc(N5c6ccccc6Oc6ccccc65)ccc4c3nc12,-4.677095432000001,-2.52521792,1.7617,1.7588,0.0029000000000001
489,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cnc(S(=O)(=O)c2cnc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cn2)cn1,-5.699699844,-2.0305146680000004,3.1304,2.6665,0.4638999999999997
490,N#Cc1cc2ncc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)nc2cc1C#N,-5.23139165,-2.943729252,2.0365,1.862,0.1745000000000001
